"filename", "language", "Ini", "Python", "JSON", "Markdown", "HTML", "toml", "JavaScript", "Docker", "pip requirements", "JavaScript JSX", "CSS", "comment", "blank", "total"
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityForm/OpportunityForm.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 2, 19
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityForm/OpportunityForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 4, 25, 221
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityForm/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityPage/OpportunityPage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityPage/OpportunityPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 6, 30
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityPage/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityUpdateForm/OpportunityUpdateForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 2, 15, 187
"/Users/dev/Documents/packtune/react-vite/src/components/OpportunityUpdateForm/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/PasswordReset/PasswordReset.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 1, 6, 86
"/Users/dev/Documents/packtune/react-vite/src/components/PasswordReset/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/PasswordResetRequest/PasswordResetRequest.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 2, 6, 70
"/Users/dev/Documents/packtune/react-vite/src/components/PasswordResetRequest/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/ProfileForm/ProfileForm.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 2, 13
"/Users/dev/Documents/packtune/react-vite/src/components/ProfileForm/ProfileForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 3, 15, 236
"/Users/dev/Documents/packtune/react-vite/src/components/ProfileForm/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/ProfilePage/ProfilePage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 3, 12, 79
"/Users/dev/Documents/packtune/react-vite/src/components/ProfilePage/ProfilePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 88, 22, 244
"/Users/dev/Documents/packtune/react-vite/src/components/ProfilePage/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/RangeSlider/RangeSlider.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 1, 10, 58
"/Users/dev/Documents/packtune/react-vite/src/components/RangeSlider/RangeSlider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 1, 7, 52
"/Users/dev/Documents/packtune/react-vite/src/components/RangeSlider/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/SignupFormModal/SignupForm.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/dev/Documents/packtune/react-vite/src/components/SignupFormModal/SignupFormModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 8, 96
"/Users/dev/Documents/packtune/react-vite/src/components/SignupFormModal/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/SignupFormPage/SignupForm.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"/Users/dev/Documents/packtune/react-vite/src/components/SignupFormPage/SignupFormPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 11, 109
"/Users/dev/Documents/packtune/react-vite/src/components/SignupFormPage/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionDetails/SubmissionDetails.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 13
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionDetails/SubmissionDetails.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 2, 7, 41
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionDetails/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionForm/SubmissionForm.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 4, 26
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionForm/SubmissionForm.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 177, 27, 285
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionForm/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionItem/SubmissionItem.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 26, 18, 104
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionItem/SubmissionItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 1, 12, 97
"/Users/dev/Documents/packtune/react-vite/src/components/SubmissionItem/index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/dev/Documents/packtune/react-vite/src/components/Submissions/Submissions.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 11, 76
